title;latitude;longitude;image;description
2;50,857339;24,141272;;
2;50,834875;23,985083;;
2;50,677619;24,06245;;
2;51,869444;19,920331;;
2;51,767856;19,623711;;
2;49,891511;20,155792;;
2;52,564969;20,542025;;
2;52,626672;20,220344;;
2;52,710258;20,309483;;
2;53,268883;20,24655;;
2;52,761569;20,477431;;
2;53,075567;20,232817;;
2;52,986914;20,090869;;
2;54,424267;16,399911;;
2;51,871897;17,946539;;
2;51,776144;18,168161;;
2;51,705367;18,387056;;
2;51,65175;18,009939;;
2;51,812358;18,318856;;
2;51,538608;18,196567;;
2;51,376025;18,268853;;
2;51,057678;18,481836;;
2;54,157789;21,2554;;
2;51,164531;18,151506;;
2;54,189753;20,674203;;
2;53,986883;20,400269;;
2;53,87815;20,402431;;
2;53,696292;20,500053;;
2;54,201989;20,0762;;
2;54,238106;20,331069;;
2;54,104836;20,089839;;
2;53,963631;20,01255;;
2;53,606953;20,284953;;
2;54,425619;19,777436;;
2;53,711525;20,301875;;
2;54,297133;19,861544;;
2;53,784494;20,151069;;
2;52,041414;17,757947;;
2;53,389231;18,408358;;
2;53,864694;18,255547;;
2;51,140394;18,363897;;
2;53,850594;17,08045;;
2;53,717525;18,442036;;
2;53,846739;17,825467;;
2;54,022358;17,843811;;
2;53,929153;17,949989;;
2;54,165603;17,938581;;
2;53,879064;18,115108;;
2;54,102797;17,707808;;
2;54,249881;16,911258;;
2;53,968186;17,006683;;
2;54,363114;16,538167;;
2;54,123706;16,866231;;
2;54,209389;17,054047;;
2;54,775903;17,718325;;
2;54,634942;17,3568;;
2;54,465092;17,572483;;
2;54,682978;17,5593;;
2;54,566756;17,830033;;
2;54,580933;17,57335;;
2;49,434553;19,649364;;
2;49,550947;19,7446;;
2;50,917094;19,120931;;
2;50,875594;18,769672;;
2;52,470592;20,739492;;
2;50,722061;18,842942;;
2;52,860386;20,297947;;
2;53,008272;19,894436;;
2;53,210261;20,046272;;
2;53,15355;19,856969;;
2;52,019761;19,094983;;
2;51,849708;19,076686;;
2;54,345556;22,652778;;
2;52,058647;20,194125;;
2;54,321944;22,342778;;
2;51,930233;20,285925;;
2;51,76045;20,060281;;
2;51,829006;20,280492;;
2;51,779203;19,809014;;
2;52,015328;19,664339;;
2;51,620542;19,711553;;
2;51,540053;19,981825;;
2;51,975342;19,441189;;
2;51,610517;20,602675;;
2;51,211347;19,717517;;
2;51,615544;20,434944;;
2;51,527922;20,236961;;
2;51,202028;19,915858;;
2;51,009358;19,860569;;
2;50,842219;19,7429;;
2;53,302514;16,644183;;
2;53,398819;16,411336;;
2;54,086606;18,335478;;
2;53,928094;18,630683;;
2;53,977017;18,209878;;
2;53,837228;18,793256;;
2;54,015367;18,082931;;
2;52,813717;15,752158;;
2;52,897583;16,173008;;
2;52,745681;15,499358;;
2;52,85555;16,026669;;
2;52,975242;16,567567;;
2;52,890728;16,318553;;
2;53,054758;16,731025;;
2;52,881597;16,45015;;
2;53,051808;16,878856;;
2;53,082394;17,731764;;
2;52,956728;17,920189;;
2;53,073539;17,125119;;
2;52,746844;18,254281;;
2;52,807953;18,094633;;
2;53,131125;17,601556;;
2;52,864881;17,950331;;
2;53,095919;17,390644;;
2;52,388453;18,737028;;
2;52,406758;18,503853;;
2;49,463106;21,697828;;
2;49,699928;21,622161;;
2;49,554333;21,687464;;
2;49,739736;21,505736;;
2;50,187844;21,488422;;
2;50,064331;21,403831;;
2;49,960078;21,342667;;
2;53,409811;16,586017;;
2;53,304294;16,792961;;
2;53,268825;17,130764;;
2;53,276661;16,949297;;
2;53,534247;16,952922;;
2;53,146858;16,750044;;
2;53,405286;16,863289;;
2;53,629386;16,891975;;
2;50,610147;18,264708;;
2;50,718067;17,945631;;
2;53,801475;16,6856;;
2;50,617981;18,091814;;
2;50,554053;18,638983;;
2;50,708286;18,360283;;
2;50,706819;18,204117;;
2;50,545261;18,968042;;
2;50,585958;18,521769;;
2;51,386419;23,510736;;
2;54,068986;15,259233;;
2;53,906706;15,635794;;
2;53,959394;15,371728;;
2;53,906847;15,494731;;
2;53,840297;15,160153;;
2;53,7431;15,265181;;
2;53,814414;15,440869;;
2;53,597158;15,38805;;
2;53,550011;15,676183;;
2;53,573475;15,544075;;
2;53,709183;15,548106;;
2;53,736022;15,719039;;
2;51,570044;19,046692;;
2;51,372419;18,936672;;
2;51,462186;18,437869;;
2;51,020858;23,826503;;
2;49,312525;22,415181;;
2;49,103286;22,638717;;
2;49,134711;22,800597;;
2;49,197639;22,679836;;
2;49,824528;19,606875;;
2;50,886192;20,516722;;
2;50,9874;20,655833;;
2;50,770831;20,437136;;
2;50,739278;20,282631;;
2;50,512461;20,471594;;
2;50,940006;20,399019;;
2;50,3012;20,821233;;
2;50,324297;20,697828;;
2;50,412056;20,579331;;
2;50,618292;20,5065;;
2;50,43615;16,214103;;
2;50,719917;19,975608;;
2;51,500172;21,67815;;
2;51,500628;21,373706;;
2;51,386328;21,570183;;
2;50,625661;17,357575;;
2;51,546672;21,552436;;
2;51,4645;21,199058;;
2;51,275517;21,745561;;
2;50,653722;17,682686;;
2;50,312906;17,378297;;
2;50,490597;17,592919;;
2;50,419294;17,204056;;
2;50,727389;17,514217;;
2;50,478883;16,960558;;
2;50,585586;17,475033;;
2;50,761886;17,675264;;
2;50,485511;17,356194;;
2;51,836119;21,266083;;
2;50,259039;16,640108;;
2;51,754375;21,137767;;
2;51,658561;20,950792;;
2;51,623425;20,762406;;
2;50,738331;19,688417;;
2;50,606261;19,85855;;
2;50,483567;19,860856;;
2;54,043233;16,171067;;
2;50,474447;19,724706;;
2;53,985717;16,296242;;
2;54,120228;15,767344;;
2;54,079969;16,467053;;
2;54,044903;15,899267;;
2;53,782683;16,139008;;
2;53,746344;16,261233;;
2;53,843811;16,530828;;
2;54,157833;15,573656;;
2;51,784142;20,413275;;
2;51,739931;20,197836;;
2;53,835911;16,304903;;
2;51,762347;19,406844;;
2;51,230258;20,260394;;
2;51,239297;20,503922;;
2;51,097394;20,249017;;
2;51,320436;20,354147;;
2;51,290433;20,027525;;
2;51,193917;20,106339;;
2;51,137992;20,491647;;
2;51,030064;20,003744;;
2;50,941047;20,163158;;
2;50,936586;19,978072;;
2;51,756736;20,720306;;
2;51,50895;19,837478;;
2;51,630336;19,548947;;
2;51,322053;19,718056;;
2;50,597817;19,632167;;
2;54,081431;19,7818;;
2;54,073814;19,556486;;
2;49,370703;20,942817;;
2;49,569269;20,658408;;
2;49,438983;20,718778;;
2;50,947675;17,448544;;
2;51,001708;17,325153;;
2;51,006722;17,600661;;
2;50,865703;17,869639;;
2;50,865194;17,727414;;
2;50,856317;18,2376;;
2;51,014611;18,034328;;
2;53,596944;21,762264;;
2;53,282075;21,850917;;
2;53,461461;21,871625;;
2;53,6253;21,950283;;
2;53,439036;21,348636;;
2;52,655528;21,091006;;
2;53,154153;21,699928;;
2;53,127233;22,217994;;
2;53,159194;22,371369;;
2;53,228528;22,872078;;
2;53,077311;22,819053;;
2;52,982603;22,915089;;
2;52,898436;23,042758;;
2;52,905747;23,181436;;
2;52,908856;23,875903;;
2;52,919994;23,492419;;
2;53,542525;17,091436;;
2;53,778008;16,879658;;
2;49,901192;19,166731;;
2;50,0468;19,221317;;
2;51,409019;19,886461;;
2;50,622192;22,684994;;
2;50,423319;23,024556;;
2;50,459239;23,169997;;
2;51,261117;16,766336;;
2;49,779517;22,6524;;
2;49,934864;22,874558;;
2;50,115403;20,865783;;
2;49,744178;21,344267;;
2;50,013644;20,891944;;
2;50,118633;20,511508;;
2;52,217778;21,055153;;
2;50,1584;18,480883;;
2;50,882144;16,231136;;
2;50,846619;16,733994;;
2;50,978581;16,834958;;
2;51,103567;16,829522;;
2;52,248636;15,174019;;
2;52,237011;14,783214;;
2;51,278378;16,292272;;
2;51,280803;16,046611;;
2;51,352142;15,877514;;
2;51,116792;16,083692;;
2;51,245064;15,857125;;
2;50,999644;15,920208;;
2;50,774697;17,135211;;
2;51,074656;17,127119;;
2;50,901061;17,279419;;
2;49,944322;18,549717;;
2;50,080311;18,643725;;
2;50,3212;18,4516;;
2;49,763692;18,613269;;
2;50,161375;18,297361;;
2;50,176819;17,651928;;
2;50,306689;17,674714;;
2;50,367678;18,033658;;
2;50,461894;17,795942;;
2;54,393083;17,699061;;
2;54,606236;17,0694;;
2;54,385661;17,8478;;
2;52,197297;21,953389;;
2;52,304128;22,264542;;
2;52,440814;21,620278;;
2;52,282114;22,024464;;
2;52,200319;22,220294;;
2;52,095419;22,308592;;
2;52,091675;22,016578;;
2;52,476344;21,838769;;
2;52,390306;21,998728;;
2;52,217839;16,104603;;
2;52,074825;16,076094;;
2;52,183311;22,434294;;
2;52,168761;16,670764;;
2;52,152072;16,530333;;
2;52,166567;15,929764;;
2;52,449594;15,565067;;
2;52,015961;16,288147;;
2;52,066589;15,813131;;
2;52,368353;15,879483;;
2;51,995706;16,783036;;
2;52,515803;15,421819;;
2;54,360347;18,552606;;
2;54,661381;18,063633;;
2;54,727325;18,394461;;
2;54,616025;18,363875;;
2;51,045919;20,433736;;
2;51,640808;20,303222;;
2;52,7484;22,902358;;
2;52,616294;23,076519;;
2;52,752283;22,639353;;
2;52,567664;23,332633;;
2;51,379794;20,853725;;
2;51,476647;20,94265;;
2;51,622028;21,337814;;
2;51,341336;20,636028;;
2;53,5295;16,489286;;
2;53,404503;17,063119;;
2;50,521017;22,726589;;
2;50,417011;22,8594;;
2;51,180522;23,440864;;
2;50,769367;23,76895;;
2;50,649981;23,628183;;
2;50,536997;23,659469;;
2;50,537969;23,811589;;
2;51,430231;19,505656;;
2;54,408061;20,160117;;
2;54,204725;19,725247;;
2;54,144922;19,395575;;
2;54,295886;19,470817;;
2;53,966453;19,369089;;
2;51,984275;23,359989;;
2;51,692867;23,172133;;
2;51,994661;23,136814;;
2;52,130106;23,02215;;
2;51,978411;22,700867;;
2;51,966353;22,357667;;
2;52,015439;22,890231;;
2;52,850728;22,229089;;
2;52,901506;22,45045;;
2;52,451375;19,122953;;
2;52,639328;18,855017;;
2;52,518092;18,906206;;
2;52,500678;18,715583;;
2;54,338733;18,395606;;
2;54,246397;18,360992;;
2;54,430619;18,391472;;
2;54,277736;18,198328;;
2;54,196514;18,583717;;
2;54,257228;18,747069;;
2;54,063881;18,596506;;
2;54,110581;18,763222;;
2;41,256508;26,3308;;
2;41,586483;26,209525;;
2;40,548711;22,328353;;
2;41,128897;26,301983;;
2;41,336539;26,509228;;
2;41,349053;24,448042;;
2;41,373756;24,104528;;
2;41,083967;24,774889;;
2;41,265911;24,538069;;
2;40,16;21,87;;
2;42,354028;27,466861;;
2;42,358389;27,175083;;
2;43,902861;22,805389;;
2;44,070944;26,761361;;
2;44,055056;26,624583;;
2;43,545472;25,671444;;
2;43,712917;24,408111;;
2;50,744722;4,345556;;
2;47,6012;11,34;;
2;47,7167;11,85;;
2;47,8667;12,4333;;
2;47,5667;10,6333;;
2;48,89;11,82;;
2;47,34611;2,10943;;
2;48,5148;3,55894;;
2;50,6782;2,84017;;
2;48,25271;7,67522;;
2;48,348283;10,933817;;
2;49,686194;11,965889;;
2;48,166667;14,716667;;
2;50,060206;9,689256;;
2;48,901561;10,5332;;
2;50,36075;11,6905;;
2;50,129878;11,996514;;
2;50,094083;12,23075;;
2;48,262583;13,036528;;
2;48,022483;10,65035;;
2;47,74155;11,120283;;
2;50,220856;11,212444;;
2;49,816483;10,289683;;
2;48,5717;10,51435;;
2;49,021733;11,50075;;
2;49,404417;12,211111;;
2;49,546167;10,973567;;
2;48,662336;10,808481;;
2;48,540303;13,658281;;
2;48,073617;10,874533;;
2;49,196639;12,297444;;
2;47,7926;10,657283;;
2;49,972233;9,815267;;
